# platform=macos kernel=darwin host=jimin318lee.local sample_rate=48000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,replot_count,fg_wait_ms
2064,480,0,0.0,0.108,0.011,0.097,0.002,0.000,0.095,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.432
2065,480,0,0.0,0.118,0.016,0.102,0.001,0.000,0.101,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,8.435
2066,480,0,0.0,0.108,0.007,0.101,0.002,0.000,0.099,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,15.201
2067,480,0,0.0,0.110,0.005,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,5.738
2068,480,0,0.0,0.088,0.014,0.074,0.002,0.000,0.072,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.006
2069,480,0,0.0,0.036,0.006,0.030,0.002,0.000,0.028,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.582
2070,480,0,0.0,0.048,0.011,0.037,0.002,0.000,0.035,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.635
2071,480,0,0.0,0.068,0.010,0.058,0.002,0.000,0.056,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,16.998
2072,480,0,0.0,0.121,0.012,0.109,0.002,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.493
2073,480,0,0.0,0.127,0.013,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,14.571
2074,480,0,0.0,0.119,0.010,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.153
2075,480,0,0.0,0.121,0.015,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,14.849
2076,480,0,0.0,0.114,0.007,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,5.398
2077,480,0,0.0,0.129,0.014,0.115,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.522
2078,480,0,0.0,0.130,0.010,0.120,0.002,0.000,0.118,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.061
2079,480,0,0.0,0.123,0.011,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.785
2080,480,0,0.0,0.122,0.012,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.083
2081,480,0,0.0,0.047,0.010,0.037,0.002,0.000,0.035,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.662
2082,480,0,0.0,0.038,0.009,0.029,0.002,0.000,0.027,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.368
2083,480,0,0.0,0.037,0.006,0.031,0.002,0.000,0.029,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,2.906
2084,480,0,0.0,0.115,0.010,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,8.151
2085,480,0,0.0,0.122,0.008,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,15.183
2086,480,0,0.0,0.125,0.010,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,5.735
2087,480,0,0.0,0.116,0.007,0.109,0.001,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.635
2088,480,0,0.0,0.113,0.006,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.215
2089,480,0,0.0,0.120,0.008,0.112,0.001,0.000,0.110,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.603
2090,480,0,0.0,0.121,0.010,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,2.155
2091,480,0,0.0,0.116,0.009,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,8.460
2092,480,0,0.0,0.117,0.007,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,14.503
2093,480,0,0.0,0.096,0.011,0.085,0.002,0.000,0.083,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,5.075
2094,480,0,0.0,0.041,0.011,0.030,0.002,0.000,0.028,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.212
2095,480,0,0.0,0.041,0.010,0.031,0.002,0.000,0.029,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,2.938
2096,480,0,0.0,0.067,0.007,0.060,0.001,0.000,0.058,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,9.523
2097,480,0,0.0,0.125,0.011,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.407
2098,480,0,0.0,0.119,0.006,0.113,0.002,0.000,0.111,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.989
2099,480,0,0.0,0.126,0.011,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.211
2100,480,0,0.0,0.112,0.006,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.967
2101,480,0,0.0,0.128,0.014,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.679
2102,480,0,0.0,0.119,0.010,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.251
2103,480,0,0.0,0.118,0.012,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.237
2104,480,0,0.0,0.122,0.013,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,0.816
2105,480,0,0.0,0.120,0.008,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.797
2106,480,0,0.0,0.053,0.014,0.039,0.002,0.000,0.037,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.413
2107,480,0,0.0,0.041,0.009,0.032,0.002,0.000,0.030,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.082
2108,480,0,0.0,0.041,0.009,0.032,0.002,0.000,0.030,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,8.414
2109,480,0,0.0,0.116,0.011,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,13.432
2110,480,0,0.0,0.120,0.010,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.001
2111,480,0,0.0,0.127,0.012,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.364
2112,480,0,0.0,0.122,0.008,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,0.938
2113,480,0,0.0,0.122,0.008,0.114,0.001,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.144
2114,480,0,0.0,0.128,0.009,0.119,0.002,0.000,0.117,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.250
2115,480,0,0.0,0.115,0.009,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.852
2116,480,0,0.0,0.124,0.012,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.022
2117,480,0,0.0,0.115,0.006,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.594
2118,480,0,0.0,0.091,0.013,0.078,0.002,0.000,0.076,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.332
2119,480,0,0.0,0.041,0.010,0.031,0.001,0.000,0.029,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,15.019
2120,480,0,0.0,0.046,0.012,0.034,0.002,0.000,0.032,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,5.709
2121,480,0,0.0,0.061,0.009,0.052,0.002,0.000,0.050,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,10.662
2122,480,0,0.0,0.109,0.009,0.100,0.002,0.000,0.098,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.171
2123,480,0,0.0,0.114,0.011,0.103,0.001,0.000,0.102,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.882
2124,480,0,0.0,0.114,0.011,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,14.090
2125,480,0,0.0,0.114,0.006,0.108,0.001,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.666
2126,480,0,0.0,0.118,0.012,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.972
2127,480,0,0.0,0.112,0.009,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.551
2128,480,0,0.0,0.119,0.011,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.313
2129,480,0,0.0,0.110,0.006,0.104,0.002,0.000,0.102,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,0.909
2130,480,0,0.0,0.116,0.011,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.027
2131,480,0,0.0,0.055,0.014,0.041,0.002,0.000,0.039,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,14.279
2132,480,0,0.0,0.040,0.009,0.031,0.002,0.000,0.028,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.978
2133,480,0,0.0,0.040,0.011,0.029,0.002,0.000,0.027,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.064
2134,480,0,0.0,0.101,0.006,0.095,0.002,0.000,0.093,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,2.618
2135,480,0,0.0,0.120,0.012,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.946
2136,480,0,0.0,0.115,0.009,0.106,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.538
2137,480,0,0.0,0.116,0.011,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.045
2138,480,0,0.0,0.110,0.006,0.104,0.002,0.000,0.102,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.642
2139,480,0,0.0,0.121,0.013,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.608
2140,480,0,0.0,0.119,0.010,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.201
2141,480,0,0.0,0.114,0.010,0.104,0.002,0.000,0.102,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.126
2142,480,0,0.0,0.129,0.009,0.120,0.002,0.000,0.118,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,17.074
2143,480,0,0.0,0.086,0.007,0.079,0.002,0.000,0.077,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.811
2144,480,0,0.0,0.048,0.013,0.035,0.001,0.000,0.033,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.414
2145,480,0,0.0,0.041,0.010,0.031,0.002,0.000,0.029,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.273
2146,480,0,0.0,0.070,0.008,0.062,0.002,0.000,0.059,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,14.188
2147,480,0,0.0,0.118,0.005,0.113,0.002,0.000,0.111,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.738
2148,480,0,0.0,0.127,0.012,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.384
2149,480,0,0.0,0.119,0.007,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.997
2150,480,0,0.0,0.126,0.011,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.869
2151,480,0,0.0,0.114,0.006,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.482
2152,480,0,0.0,0.147,0.029,0.118,0.002,0.000,0.116,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.217
2153,480,0,0.0,0.123,0.006,0.117,0.002,0.000,0.115,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.842
2154,480,0,0.0,0.124,0.012,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.962
2155,480,0,0.0,0.121,0.010,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.565
2156,480,0,0.0,0.054,0.013,0.041,0.002,0.000,0.039,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,8.753
2157,480,0,0.0,0.035,0.007,0.028,0.002,0.000,0.026,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,15.782
2158,480,0,0.0,0.039,0.007,0.032,0.002,0.000,0.030,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.386
2159,480,0,0.0,0.104,0.008,0.096,0.002,0.000,0.094,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,12.943
2160,480,0,0.0,0.115,0.010,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.545
2161,480,0,0.0,0.124,0.014,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.282
2162,480,0,0.0,0.114,0.007,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,22.803
2163,480,0,0.0,0.128,0.011,0.117,0.001,0.000,0.115,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.512
2164,480,0,0.0,0.117,0.009,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.241
2165,480,0,0.0,0.123,0.011,0.112,0.001,0.000,0.111,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.078
2166,480,0,0.0,0.119,0.008,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.722
2167,480,0,0.0,0.114,0.011,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.068
2168,480,0,0.0,0.105,0.008,0.097,0.001,0.000,0.095,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.385
2169,480,0,0.0,0.042,0.009,0.033,0.002,0.000,0.031,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.031
2170,480,0,0.0,0.043,0.013,0.030,0.002,0.000,0.028,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.549
2171,480,0,0.0,0.060,0.007,0.053,0.002,0.000,0.051,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,4.219
2172,480,0,0.0,0.126,0.015,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.898
2173,480,0,0.0,0.116,0.006,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.574
2174,480,0,0.0,0.122,0.013,0.109,0.001,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.786
2175,480,0,0.0,0.120,0.013,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,17.911
2176,480,0,0.0,0.116,0.010,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,8.534
2177,480,0,0.0,0.127,0.009,0.118,0.002,0.000,0.116,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.587
2178,480,0,0.0,0.123,0.010,0.113,0.002,0.000,0.111,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.230
2179,480,0,0.0,0.118,0.012,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.841
2180,480,0,0.0,0.124,0.012,0.112,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.465
2181,480,0,0.0,0.060,0.015,0.045,0.002,0.000,0.042,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.389
2182,480,0,0.0,0.044,0.013,0.031,0.002,0.000,0.029,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.145
2183,480,0,0.0,0.044,0.020,0.024,0.001,0.000,0.023,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.426
2184,480,0,0.0,0.103,0.014,0.089,0.002,0.000,0.087,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,12.981
2185,480,0,0.0,0.106,0.008,0.098,0.002,0.000,0.096,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,3.665
2186,480,0,0.0,0.128,0.011,0.117,0.002,0.000,0.115,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,12.204
2187,480,0,0.0,0.116,0.010,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,2.958
2188,480,0,0.0,0.122,0.011,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.192
2189,480,0,0.0,0.112,0.010,0.102,0.002,0.000,0.100,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.854
2190,480,0,0.0,0.118,0.008,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.316
2191,480,0,0.0,0.141,0.017,0.124,0.002,0.000,0.122,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.238
2192,480,0,0.0,0.131,0.013,0.118,0.002,0.000,0.116,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,6.876
2193,480,0,0.0,0.090,0.013,0.077,0.002,0.000,0.075,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,13.710
2194,480,0,0.0,0.035,0.007,0.028,0.001,0.000,0.026,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.410
2195,480,0,0.0,0.044,0.013,0.031,0.002,0.000,0.028,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,11.362
2196,480,0,0.0,0.063,0.008,0.055,0.002,0.000,0.053,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,2,2.082
2197,480,0,0.0,0.127,0.013,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.929
2198,480,0,0.0,0.116,0.013,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,1.609
2199,480,0,0.0,0.126,0.017,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,8.640
2200,480,0,0.0,0.144,0.014,0.130,0.002,0.000,0.128,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,17.942
2201,480,0,0.0,0.131,0.017,0.114,0.001,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.907
2202,480,0,0.0,0.127,0.015,0.112,0.003,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,18.371
2203,480,0,0.0,0.119,0.010,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,9.048
2204,480,0,0.0,0.128,0.017,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,16.763
2205,480,0,0.0,0.124,0.010,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,7.485
2206,480,0,0.0,0.052,0.010,0.042,0.002,0.000,0.040,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,14.086
2207,480,0,0.0,0.038,0.010,0.028,0.002,0.000,0.026,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,4.911
2208,480,0,0.0,0.046,0.016,0.030,0.002,0.000,0.028,0.000,0.000,99.9,47928.1,480.0,99.9,47928.1,480.0,1,10.928
2209,480,0,0.0,0.108,0.010,0.098,0.002,0.000,0.096,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,2,1.550
2210,480,0,0.0,0.121,0.013,0.108,0.001,0.000,0.107,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,8.828
2211,480,0,0.0,0.122,0.009,0.113,0.002,0.000,0.111,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,13.396
2212,480,0,0.0,0.120,0.007,0.113,0.003,0.000,0.110,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,4.077
2213,480,0,0.0,0.118,0.012,0.106,0.002,0.000,0.103,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,12.375
2214,480,0,0.0,0.120,0.011,0.109,0.002,0.000,0.107,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,3.026
2215,480,0,0.0,0.125,0.013,0.112,0.002,0.000,0.109,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,11.596
2216,480,0,0.0,0.115,0.011,0.104,0.002,0.000,0.102,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,2.279
2217,480,0,0.0,0.121,0.006,0.115,0.002,0.000,0.112,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,10.287
2218,480,0,0.0,0.085,0.010,0.075,0.002,0.000,0.073,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,16.564
2219,480,0,0.0,0.037,0.007,0.030,0.002,0.000,0.028,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,7.278
2220,480,0,0.0,0.047,0.012,0.035,0.002,0.000,0.032,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,13.512
2221,480,0,0.0,0.074,0.009,0.065,0.002,0.000,0.063,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,2,4.161
2222,480,0,0.0,0.127,0.014,0.113,0.001,0.000,0.112,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,11.387
2223,480,0,0.0,0.107,0.008,0.099,0.002,0.000,0.097,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,2.070
2224,480,0,0.0,0.120,0.014,0.106,0.002,0.000,0.104,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,8.802
2225,480,0,0.0,0.125,0.011,0.114,0.002,0.000,0.112,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,18.591
2226,480,0,0.0,0.116,0.007,0.109,0.002,0.000,0.107,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,10.269
2227,480,0,0.0,0.129,0.011,0.118,0.002,0.000,0.116,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,19.802
2228,480,0,0.0,0.130,0.017,0.113,0.003,0.000,0.110,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,10.512
2229,480,0,0.0,0.129,0.013,0.116,0.002,0.000,0.114,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,17.140
2230,480,0,0.0,0.117,0.011,0.106,0.002,0.000,0.104,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,7.819
2231,480,0,0.0,0.054,0.013,0.041,0.002,0.000,0.039,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,13.553
2232,480,0,0.0,0.036,0.006,0.030,0.002,0.000,0.028,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,4.335
2233,480,0,0.0,0.044,0.009,0.035,0.002,0.000,0.033,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,10.047
2234,480,0,0.0,0.117,0.023,0.094,0.002,0.000,0.092,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,2,14.978
2235,480,0,0.0,0.115,0.011,0.104,0.002,0.000,0.102,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,5.665
2236,480,0,0.0,0.120,0.012,0.108,0.003,0.000,0.105,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,12.367
2237,480,0,0.0,0.125,0.006,0.119,0.002,0.000,0.117,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,3.063
2238,480,0,0.0,0.120,0.013,0.107,0.002,0.000,0.105,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,11.229
2239,480,0,0.0,0.120,0.014,0.106,0.002,0.000,0.104,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,1.903
2240,480,0,0.0,0.122,0.014,0.108,0.002,0.000,0.106,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,8.831
2241,480,0,0.0,0.119,0.015,0.104,0.002,0.000,0.102,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,15.126
2242,480,0,0.0,0.120,0.013,0.107,0.002,0.000,0.105,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,5.798
2243,480,0,0.0,0.091,0.012,0.079,0.002,0.000,0.077,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,11.922
2244,480,0,0.0,0.043,0.010,0.033,0.002,0.000,0.031,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,2.607
2245,480,0,0.0,0.041,0.009,0.032,0.002,0.000,0.030,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,8.233
2246,480,0,0.0,0.068,0.012,0.056,0.002,0.000,0.054,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,2,13.231
2247,480,0,0.0,0.115,0.007,0.108,0.002,0.000,0.106,0.000,0.000,100.0,48000.0,480.0,100.0,48000.0,480.0,1,3.865
