# platform=macos kernel=darwin host=jimin318lee.local sample_rate=48000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,replot_count,fg_wait_ms
7729,480,0,0.0,0.046,0.012,0.034,0.002,0.000,0.032,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,26.410
7730,480,0,0.0,0.041,0.010,0.031,0.002,0.000,0.029,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,17.305
7731,480,0,0.0,0.116,0.012,0.104,0.001,0.000,0.102,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,8.143
7732,480,0,0.0,0.128,0.014,0.114,0.001,0.000,0.112,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,27.933
7733,480,0,0.0,0.116,0.010,0.106,0.002,0.000,0.104,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,18.810
7734,480,0,0.0,0.112,0.006,0.106,0.002,0.000,0.104,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,9.675
7735,480,0,0.0,0.132,0.018,0.114,0.002,0.000,0.112,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,26.676
7736,480,0,0.0,0.125,0.014,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,17.549
7737,480,0,0.0,0.116,0.007,0.109,0.002,0.000,0.106,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,8.432
7738,480,0,0.0,0.125,0.011,0.114,0.002,0.000,0.112,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,39.389
7739,480,0,0.0,0.114,0.010,0.104,0.002,0.000,0.102,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,30.375
7740,480,0,0.0,0.084,0.011,0.073,0.002,0.000,0.071,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,21.274
7741,480,0,0.0,0.054,0.021,0.033,0.002,0.000,0.031,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,12.120
7742,480,0,0.0,0.054,0.018,0.036,0.002,0.000,0.034,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,24.951
7743,480,0,0.0,0.069,0.011,0.058,0.002,0.000,0.056,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,17.101
7744,480,0,0.0,0.128,0.011,0.117,0.002,0.000,0.115,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,7.915
7745,480,0,0.0,0.127,0.019,0.108,0.002,0.000,0.106,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,28.796
7746,480,0,0.0,0.115,0.009,0.106,0.002,0.000,0.104,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,19.705
7747,480,0,0.0,0.122,0.014,0.108,0.002,0.000,0.106,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,10.833
7748,480,0,0.0,0.116,0.012,0.104,0.002,0.000,0.102,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,24.744
7749,480,0,0.0,0.114,0.010,0.104,0.002,0.000,0.101,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,15.646
7750,480,0,0.0,0.127,0.012,0.115,0.002,0.000,0.113,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.508
7751,480,0,0.0,0.131,0.019,0.112,0.002,0.000,0.110,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,18.898
7752,480,0,0.0,0.119,0.008,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,9.795
7753,480,0,0.0,0.049,0.018,0.031,0.002,0.000,0.029,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,21.313
7754,480,0,0.0,0.041,0.010,0.031,0.002,0.000,0.029,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,13.351
7755,480,0,0.0,0.057,0.016,0.041,0.002,0.000,0.039,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,4.232
7756,480,0,0.0,0.120,0.014,0.106,0.002,0.000,0.104,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,15.160
7757,480,0,0.0,0.116,0.010,0.106,0.002,0.000,0.104,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.065
7758,480,0,0.0,0.124,0.017,0.107,0.001,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,26.843
7759,480,0,0.0,0.124,0.013,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,17.739
7760,480,0,0.0,0.125,0.012,0.113,0.002,0.000,0.111,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,8.661
7761,480,0,0.0,0.124,0.013,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,22.137
7762,480,0,0.0,0.137,0.021,0.116,0.002,0.000,0.114,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,13.037
7763,480,0,0.0,0.118,0.008,0.110,0.002,0.000,0.108,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,3.987
7764,480,0,0.0,0.126,0.017,0.109,0.002,0.000,0.107,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,15.932
7765,480,0,0.0,0.077,0.008,0.069,0.002,0.000,0.067,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.882
7766,480,0,0.0,0.047,0.014,0.033,0.002,0.000,0.031,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,18.444
7767,480,0,0.0,0.040,0.010,0.030,0.002,0.000,0.028,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,10.556
7768,480,0,0.0,0.098,0.026,0.072,0.002,0.000,0.068,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,22.098
7769,480,0,0.0,0.118,0.011,0.107,0.002,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,13.207
7770,480,0,0.0,0.119,0.011,0.108,0.002,0.000,0.106,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,4.096
7771,480,0,0.0,0.123,0.017,0.106,0.003,0.000,0.103,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,26.007
7772,480,0,0.0,0.114,0.011,0.103,0.002,0.000,0.101,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,16.956
7773,480,0,0.0,0.117,0.007,0.110,0.002,0.000,0.108,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,7.869
7774,480,0,0.0,0.121,0.014,0.107,0.002,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,20.593
7775,480,0,0.0,0.119,0.010,0.109,0.002,0.000,0.107,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,11.517
7776,480,0,0.0,0.129,0.019,0.110,0.001,0.000,0.108,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,2.411
7777,480,0,0.0,0.116,0.013,0.103,0.002,0.000,0.101,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,13.875
7778,480,0,0.0,0.048,0.008,0.040,0.001,0.000,0.038,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,4.833
7779,480,0,0.0,0.044,0.013,0.031,0.002,0.000,0.029,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,17.047
7780,480,0,0.0,0.043,0.008,0.035,0.002,0.000,0.033,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,7.968
7781,480,0,0.0,0.118,0.015,0.103,0.001,0.000,0.102,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,18.724
7782,480,0,0.0,0.114,0.007,0.107,0.002,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,9.672
7783,480,0,0.0,0.118,0.014,0.104,0.002,0.000,0.102,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,29.765
7784,480,0,0.0,0.133,0.014,0.119,0.002,0.000,0.117,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,20.692
7785,480,0,0.0,0.114,0.007,0.107,0.002,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,11.626
7786,480,0,0.0,0.116,0.017,0.099,0.002,0.000,0.097,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,24.519
7787,480,0,0.0,0.121,0.011,0.110,0.002,0.000,0.108,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,15.645
7788,480,0,0.0,0.122,0.013,0.109,0.001,0.000,0.107,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.550
7789,480,0,0.0,0.119,0.013,0.106,0.002,0.000,0.103,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,18.414
7790,480,0,0.0,0.081,0.006,0.075,0.002,0.000,0.073,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,9.376
7791,480,0,0.0,0.048,0.015,0.033,0.002,0.000,0.030,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,21.320
7792,480,0,0.0,0.041,0.011,0.030,0.002,0.000,0.028,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,13.413
7793,480,0,0.0,0.091,0.016,0.075,0.002,0.000,0.073,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,4.320
7794,480,0,0.0,0.126,0.010,0.116,0.001,0.000,0.115,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,24.388
7795,480,0,0.0,0.118,0.008,0.110,0.002,0.000,0.108,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,15.337
7796,480,0,0.0,0.124,0.016,0.108,0.002,0.000,0.106,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.267
7797,480,0,0.0,0.124,0.011,0.113,0.002,0.000,0.111,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,20.960
7798,480,0,0.0,0.117,0.010,0.107,0.002,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,11.928
7799,480,0,0.0,0.126,0.015,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,2.945
7800,480,0,0.0,0.129,0.018,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,17.188
7801,480,0,0.0,0.185,0.028,0.157,0.007,0.000,0.150,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,8.304
7802,480,0,0.0,0.120,0.013,0.107,0.001,0.000,0.106,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,20.206
7803,480,0,0.0,0.043,0.007,0.036,0.002,0.000,0.034,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,11.176
7804,480,0,0.0,0.049,0.015,0.034,0.002,0.000,0.031,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,23.163
7805,480,0,0.0,0.034,0.008,0.026,0.002,0.000,0.024,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,14.291
7806,480,0,0.0,0.117,0.010,0.107,0.002,0.000,0.105,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,5.178
7807,480,0,0.0,0.127,0.014,0.113,0.002,0.000,0.111,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,24.786
7808,480,0,0.0,0.120,0.010,0.110,0.002,0.000,0.108,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,15.737
7809,480,0,0.0,0.128,0.011,0.117,0.002,0.000,0.115,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.868
7810,480,0,0.0,0.128,0.017,0.111,0.002,0.000,0.109,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,21.233
7811,480,0,0.0,0.126,0.012,0.114,0.002,0.000,0.112,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,12.195
7812,480,0,0.0,0.133,0.024,0.109,0.002,0.000,0.107,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,3.122
7813,480,0,0.0,0.117,0.011,0.106,0.002,0.000,0.104,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,15.571
7814,480,0,0.0,0.127,0.012,0.115,0.002,0.000,0.113,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,6.495
7815,480,0,0.0,0.092,0.018,0.074,0.002,0.000,0.072,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,18.542
7816,480,0,0.0,0.040,0.010,0.030,0.002,0.000,0.028,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,9.487
7817,480,0,0.0,0.048,0.014,0.034,0.002,0.000,0.032,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,1,21.899
7818,480,0,0.0,0.077,0.009,0.068,0.002,0.000,0.066,0.000,0.000,100.0,47976.0,480.0,100.0,47976.0,480.0,2,13.862
7819,480,0,0.0,0.126,0.012,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47952.0,480.0,100.0,47976.0,480.0,1,4.782
7820,480,0,0.0,0.126,0.014,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,25.475
7821,480,0,0.0,0.116,0.007,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,16.440
7822,480,0,0.0,0.128,0.018,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,7.390
7823,480,0,0.0,0.135,0.025,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,21.987
7824,480,0,0.0,0.117,0.010,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,12.964
7825,480,0,0.0,0.131,0.015,0.116,0.002,0.000,0.114,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,3.943
7826,480,0,0.0,0.127,0.011,0.116,0.002,0.000,0.114,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,16.695
7827,480,0,0.0,0.122,0.010,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,7.668
7828,480,0,0.0,0.043,0.011,0.032,0.002,0.000,0.030,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,19.589
7829,480,0,0.0,0.036,0.007,0.029,0.002,0.000,0.027,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,11.744
7830,480,0,0.0,0.060,0.026,0.034,0.002,0.000,0.032,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,22.620
7831,480,0,0.0,0.129,0.012,0.117,0.002,0.000,0.115,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,13.740
7832,480,0,0.0,0.125,0.009,0.116,0.002,0.000,0.114,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.719
7833,480,0,0.0,0.128,0.015,0.113,0.003,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,25.189
7834,480,0,0.0,0.123,0.011,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,16.173
7835,480,0,0.0,0.137,0.014,0.123,0.002,0.000,0.121,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,7.369
7836,480,0,0.0,0.125,0.014,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,21.911
7837,480,0,0.0,0.120,0.008,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,12.904
7838,480,0,0.0,0.131,0.016,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,3.850
7839,480,0,0.0,0.130,0.019,0.111,0.002,0.000,0.109,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,15.858
7840,480,0,0.0,0.083,0.010,0.073,0.002,0.000,0.071,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,6.879
7841,480,0,0.0,0.046,0.014,0.032,0.002,0.000,0.030,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,20.083
7842,480,0,0.0,0.045,0.011,0.034,0.002,0.000,0.032,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,12.250
7843,480,0,0.0,0.077,0.011,0.066,0.002,0.000,0.064,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,4.240
7844,480,0,0.0,0.135,0.017,0.118,0.002,0.000,0.116,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,24.615
7845,480,0,0.0,0.123,0.009,0.114,0.002,0.000,0.112,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,15.589
7846,480,0,0.0,0.125,0.012,0.113,0.002,0.000,0.111,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,6.732
7847,480,0,0.0,0.131,0.016,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,22.935
7848,480,0,0.0,0.117,0.010,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,13.919
7849,480,0,0.0,0.120,0.010,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.884
7850,480,0,0.0,0.120,0.014,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,17.399
7851,480,0,0.0,0.113,0.009,0.104,0.002,0.000,0.102,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,8.398
7852,480,0,0.0,0.121,0.016,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,20.362
7853,480,0,0.0,0.041,0.012,0.029,0.001,0.000,0.028,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,11.382
7854,480,0,0.0,0.048,0.014,0.034,0.002,0.000,0.032,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,23.668
7855,480,0,0.0,0.051,0.015,0.036,0.002,0.000,0.034,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,14.821
7856,480,0,0.0,0.115,0.012,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,5.775
7857,480,0,0.0,0.123,0.016,0.107,0.003,0.000,0.104,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,26.043
7858,480,0,0.0,0.132,0.009,0.123,0.002,0.000,0.121,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,17.020
7859,480,0,0.0,0.118,0.014,0.104,0.002,0.000,0.102,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,8.211
7860,480,0,0.0,0.122,0.014,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,22.772
7861,480,0,0.0,0.117,0.011,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,13.776
7862,480,0,0.0,0.116,0.009,0.107,0.002,0.000,0.105,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.753
7863,480,0,0.0,0.131,0.018,0.113,0.002,0.000,0.111,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,17.480
7864,480,0,0.0,0.121,0.009,0.112,0.001,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,8.481
7865,480,0,0.0,0.084,0.015,0.069,0.002,0.000,0.067,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,20.401
7866,480,0,0.0,0.038,0.007,0.031,0.002,0.000,0.029,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,11.392
7867,480,0,0.0,0.050,0.019,0.031,0.001,0.000,0.029,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,23.887
7868,480,0,0.0,0.076,0.013,0.063,0.002,0.000,0.061,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,15.087
7869,480,0,0.0,0.124,0.013,0.111,0.002,0.000,0.108,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,6.027
7870,480,0,0.0,0.120,0.014,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,26.108
7871,480,0,0.0,0.113,0.010,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,17.106
7872,480,0,0.0,0.114,0.011,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,8.283
7873,480,0,0.0,0.123,0.014,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,22.380
7874,480,0,0.0,0.112,0.010,0.102,0.002,0.000,0.100,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,13.400
7875,480,0,0.0,0.107,0.006,0.101,0.002,0.000,0.099,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.410
7876,480,0,0.0,0.117,0.016,0.101,0.002,0.000,0.099,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,16.981
7877,480,0,0.0,0.111,0.010,0.101,0.002,0.000,0.098,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,7.979
7878,480,0,0.0,0.056,0.028,0.028,0.002,0.000,0.026,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,21.175
7879,480,0,0.0,0.038,0.009,0.029,0.001,0.000,0.027,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,13.356
7880,480,0,0.0,0.045,0.014,0.031,0.002,0.000,0.028,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.358
7881,480,0,0.0,0.113,0.013,0.100,0.002,0.000,0.098,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,15.279
7882,480,0,0.0,0.118,0.013,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,6.292
7883,480,0,0.0,0.114,0.013,0.101,0.002,0.000,0.099,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,27.057
7884,480,0,0.0,0.128,0.016,0.112,0.002,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,18.040
7885,480,0,0.0,0.109,0.008,0.101,0.002,0.000,0.099,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,9.072
7886,480,0,0.0,0.120,0.014,0.106,0.001,0.000,0.105,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,24.339
7887,480,0,0.0,0.120,0.015,0.105,0.002,0.000,0.103,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,15.422
7888,480,0,0.0,0.122,0.009,0.113,0.002,0.000,0.111,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,6.459
7889,480,0,0.0,0.116,0.013,0.103,0.001,0.000,0.102,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,20.911
7890,480,0,0.0,0.079,0.009,0.070,0.001,0.000,0.069,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,11.956
7891,480,0,0.0,0.046,0.013,0.033,0.002,0.000,0.031,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.979
7892,480,0,0.0,0.047,0.014,0.033,0.002,0.000,0.031,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,18.229
7893,480,0,0.0,0.075,0.009,0.066,0.002,0.000,0.064,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,9.256
7894,480,0,0.0,0.125,0.019,0.106,0.002,0.000,0.104,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,31.678
7895,480,0,0.0,0.139,0.015,0.124,0.002,0.000,0.122,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,22.758
7896,480,0,0.0,0.122,0.011,0.111,0.001,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,13.868
7897,480,0,0.0,0.124,0.011,0.113,0.002,0.000,0.110,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.960
7898,480,0,0.0,0.119,0.011,0.108,0.001,0.000,0.107,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,20.156
7899,480,0,0.0,0.112,0.008,0.104,0.001,0.000,0.103,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,11.236
7900,480,0,0.0,0.126,0.011,0.115,0.002,0.000,0.113,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,24.110
7901,480,0,0.0,0.125,0.016,0.109,0.002,0.000,0.107,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,15.567
7902,480,0,0.0,0.114,0.011,0.103,0.002,0.000,0.101,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,6.611
7903,480,0,0.0,0.041,0.010,0.031,0.002,0.000,0.029,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,18.897
7904,480,0,0.0,0.037,0.007,0.030,0.002,0.000,0.028,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,11.110
7905,480,0,0.0,0.045,0.013,0.032,0.002,0.000,0.030,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,22.266
7906,480,0,0.0,0.118,0.008,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,2,13.479
7907,480,0,0.0,0.121,0.013,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,4.495
7908,480,0,0.0,0.131,0.021,0.110,0.002,0.000,0.108,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,24.848
7909,480,0,0.0,0.117,0.015,0.102,0.002,0.000,0.100,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,15.880
7910,480,0,0.0,0.116,0.012,0.104,0.002,0.000,0.102,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,7.121
7911,480,0,0.0,0.134,0.026,0.108,0.002,0.000,0.106,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,21.698
7912,480,0,0.0,0.107,0.007,0.100,0.002,0.000,0.098,0.000,0.000,99.9,47952.0,480.0,99.9,47952.0,480.0,1,12.779
